applicant_id,CPA,weight
STR-02844A,"MISSION BEACH",5
STR-02517A,"MISSION BEACH",7
STR-02174A,"MISSION BEACH",10
STR-02809A,"MISSION BEACH",10
STR-01987A,"MISSION BEACH",10
STR-02425A,"MISSION BEACH",9
STR-01739A,"MISSION BEACH",6
STR-02253A,"MISSION BEACH",6
STR-02751A,"MISSION BEACH",10
STR-02340A,"MISSION BEACH",5
STR-02219A,"MISSION BEACH",10
STR-02758A,"MISSION BEACH",7
STR-01925A,"MISSION BEACH",10
STR-02429A,"MISSION BEACH",10
STR-01743A,"MISSION BEACH",9
STR-02293A,"MISSION BEACH",6
STR-02762A,"MISSION BEACH",10
STR-02114A,"MISSION BEACH",10
STR-02165A,"MISSION BEACH",1
STR-02703A,"MISSION BEACH",6
STR-01937A,"MISSION BEACH",7
STR-02401A,"MISSION BEACH",10
STR-01713A,"MISSION BEACH",6
STR-02242A,"MISSION BEACH",6
STR-02709A,"MISSION BEACH",5
STR-02433A,"MISSION BEACH",5
STR-02150A,"MISSION BEACH",8
STR-02713A,"MISSION BEACH",8
STR-01912A,"MISSION BEACH",3
STR-02282A,"MISSION BEACH",5
STR-01727A,"MISSION BEACH",10
STR-02210A,"MISSION BEACH",8
STR-02667A,"MISSION BEACH",7
STR-02306A,"MISSION BEACH",6
STR-02154A,"MISSION BEACH",8
STR-02719A,"MISSION BEACH",10
STR-01738A,"MISSION BEACH",5
STR-02289A,"MISSION BEACH",6
STR-01545A,"MISSION BEACH",10
STR-02204A,"MISSION BEACH",10
STR-02670A,"MISSION BEACH",7
STR-02308A,"MISSION BEACH",10
STR-02160A,"MISSION BEACH",8
STR-02664A,"MISSION BEACH",10
STR-01835A,"MISSION BEACH",8
STR-02309A,"MISSION BEACH",6
STR-01673A,"MISSION BEACH",7
STR-01970A,"MISSION BEACH",8
STR-02602A,"MISSION BEACH",10
STR-02310A,"MISSION BEACH",6
STR-02127A,"MISSION BEACH",7
STR-02612A,"MISSION BEACH",8
STR-01838A,"MISSION BEACH",10
STR-02213A,"MISSION BEACH",10
STR-01689A,"MISSION BEACH",10
STR-02173A,"MISSION BEACH",10
STR-02623A,"MISSION BEACH",10
STR-02311A,"MISSION BEACH",10
STR-02104A,"MISSION BEACH",10
STR-02570A,"MISSION BEACH",7
STR-01845A,"MISSION BEACH",10
STR-02045A,"MISSION BEACH",8
STR-01533A,"MISSION BEACH",8
STR-02175A,"MISSION BEACH",10
STR-02542A,"MISSION BEACH",8
STR-02313A,"MISSION BEACH",6
STR-01719A,"MISSION BEACH",10
STR-02580A,"MISSION BEACH",10
STR-01855A,"MISSION BEACH",6
STR-02130A,"MISSION BEACH",8
STR-01507A,"MISSION BEACH",6
STR-02101A,"MISSION BEACH",0
STR-02564A,"MISSION BEACH",10
STR-02318A,"MISSION BEACH",6
STR-02059A,"MISSION BEACH",8
STR-02522A,"MISSION BEACH",10
STR-01688A,"MISSION BEACH",10
STR-02145A,"MISSION BEACH",10
STR-01439A,"MISSION BEACH",6
STR-01949A,"MISSION BEACH",6
STR-02573A,"MISSION BEACH",5
STR-02286A,"MISSION BEACH",5
STR-02069A,"MISSION BEACH",6
STR-02535A,"MISSION BEACH",10
STR-01678A,"MISSION BEACH",6
STR-02172A,"MISSION BEACH",10
STR-01459A,"MISSION BEACH",2
STR-01815A,"MISSION BEACH",10
STR-02578A,"MISSION BEACH",8
STR-02288A,"MISSION BEACH",10
STR-02078A,"MISSION BEACH",8
STR-02469A,"MISSION BEACH",10
STR-01596A,"MISSION BEACH",10
STR-02182A,"MISSION BEACH",10
STR-01463A,"MISSION BEACH",6
STR-01840A,"MISSION BEACH",10
STR-02586A,"MISSION BEACH",10
STR-02093A,"MISSION BEACH",10
STR-02079A,"MISSION BEACH",6
STR-02435A,"MISSION BEACH",7
STR-01536A,"MISSION BEACH",9
STR-02187A,"MISSION BEACH",5
STR-01429A,"MISSION BEACH",10
STR-01841A,"MISSION BEACH",10
STR-02518A,"MISSION BEACH",0
STR-02097A,"MISSION BEACH",10
STR-02089A,"MISSION BEACH",10
STR-02440A,"MISSION BEACH",7
STR-01656A,"MISSION BEACH",10
STR-02017A,"MISSION BEACH",10
STR-01398A,"MISSION BEACH",9
STR-01859A,"MISSION BEACH",10
STR-02527A,"MISSION BEACH",10
STR-02221A,"MISSION BEACH",6
STR-02046A,"MISSION BEACH",10
STR-02418A,"MISSION BEACH",10
STR-01666A,"MISSION BEACH",8
STR-01971A,"MISSION BEACH",10
STR-01353A,"MISSION BEACH",3
STR-01933A,"MISSION BEACH",8
STR-02534A,"MISSION BEACH",6
STR-02227A,"MISSION BEACH",5
STR-02010A,"MISSION BEACH",1
STR-02352A,"MISSION BEACH",10
STR-01667A,"MISSION BEACH",6
STR-01742A,"MISSION BEACH",8
STR-01364A,"MISSION BEACH",1
STR-01934A,"MISSION BEACH",10
STR-02503A,"MISSION BEACH",10
STR-02229A,"MISSION BEACH",5
STR-01706A,"MISSION BEACH",6
STR-02382A,"MISSION BEACH",10
STR-01669A,"MISSION BEACH",8
STR-01915A,"MISSION BEACH",6
STR-01220A,"MISSION BEACH",6
STR-01936A,"MISSION BEACH",4
STR-02436A,"MISSION BEACH",7
STR-02065A,"MISSION BEACH",10
STR-01710A,"MISSION BEACH",6
STR-02346A,"MISSION BEACH",10
STR-01587A,"MISSION BEACH",5
STR-01854A,"MISSION BEACH",10
STR-01224A,"MISSION BEACH",10
STR-01793A,"MISSION BEACH",6
STR-02385A,"MISSION BEACH",10
STR-01998A,"MISSION BEACH",10
STR-01680A,"MISSION BEACH",8
STR-02236A,"MISSION BEACH",6
STR-01590A,"MISSION BEACH",10
STR-01856A,"MISSION BEACH",4
STR-01343A,"MISSION BEACH",6
STR-01794A,"MISSION BEACH",6
STR-02344A,"MISSION BEACH",10
STR-02015A,"MISSION BEACH",8
STR-01898A,"MISSION BEACH",6
STR-02329A,"MISSION BEACH",6
STR-01501A,"MISSION BEACH",10
STR-01822A,"MISSION BEACH",8
STR-01198A,"MISSION BEACH",10
STR-01751A,"MISSION BEACH",6
STR-01982A,"MISSION BEACH",8
STR-01947A,"MISSION BEACH",10
STR-01901A,"MISSION BEACH",10
STR-02284A,"MISSION BEACH",10
STR-01482A,"MISSION BEACH",6
STR-01761A,"MISSION BEACH",8
STR-01157A,"MISSION BEACH",10
STR-01388A,"MISSION BEACH",8
STR-02297A,"MISSION BEACH",5
STR-01941A,"MISSION BEACH",5
STR-01910A,"MISSION BEACH",10
STR-02287A,"MISSION BEACH",10
STR-01460A,"MISSION BEACH",10
STR-01725A,"MISSION BEACH",10
STR-01144A,"MISSION BEACH",6
STR-01724A,"MISSION BEACH",10
STR-02228A,"MISSION BEACH",10
STR-01802A,"MISSION BEACH",6
STR-01917A,"MISSION BEACH",8
STR-02295A,"MISSION BEACH",9
STR-01461A,"MISSION BEACH",10
STR-01736A,"MISSION BEACH",8
STR-01050A,"MISSION BEACH",10
STR-01730A,"MISSION BEACH",10
STR-02162A,"MISSION BEACH",1
STR-01809A,"MISSION BEACH",8
STR-01658A,"MISSION BEACH",6
STR-02315A,"MISSION BEACH",6
STR-01472A,"MISSION BEACH",10
STR-01671A,"MISSION BEACH",10
STR-01070A,"MISSION BEACH",8
STR-01663A,"MISSION BEACH",10
STR-02169A,"MISSION BEACH",1
STR-01813A,"MISSION BEACH",8
STR-01580A,"MISSION BEACH",10
STR-02257A,"MISSION BEACH",8
STR-01432A,"MISSION BEACH",6
STR-01687A,"MISSION BEACH",10
STR-01075A,"MISSION BEACH",10
STR-01635A,"MISSION BEACH",10
STR-02171A,"MISSION BEACH",10
STR-01914A,"MISSION BEACH",5
STR-01552A,"MISSION BEACH",6
STR-02226A,"MISSION BEACH",10
STR-01387A,"MISSION BEACH",10
STR-01632A,"MISSION BEACH",8
STR-00976A,"MISSION BEACH",4
STR-01543A,"MISSION BEACH",10
STR-02050A,"MISSION BEACH",10
STR-01923A,"MISSION BEACH",10
STR-01517A,"MISSION BEACH",8
STR-02141A,"MISSION BEACH",10
STR-01160A,"MISSION BEACH",5
STR-01456A,"MISSION BEACH",6
STR-00990A,"MISSION BEACH",5
STR-01566A,"MISSION BEACH",10
STR-02061A,"MISSION BEACH",6
STR-01926A,"MISSION BEACH",10
STR-01385A,"MISSION BEACH",8
STR-02058A,"MISSION BEACH",8
STR-01188A,"MISSION BEACH",9
STR-01558A,"MISSION BEACH",10
STR-00884A,"MISSION BEACH",10
STR-01570A,"MISSION BEACH",5
STR-02011A,"MISSION BEACH",1
STR-01746A,"MISSION BEACH",9
STR-01489A,"MISSION BEACH",6
STR-02068A,"MISSION BEACH",8
STR-01371A,"MISSION BEACH",6
STR-01579A,"MISSION BEACH",10
STR-00886A,"MISSION BEACH",10
STR-01481A,"MISSION BEACH",3
STR-01922A,"MISSION BEACH",4
STR-01758A,"MISSION BEACH",6
STR-01471A,"MISSION BEACH",8
STR-02096A,"MISSION BEACH",10
STR-01303A,"MISSION BEACH",8
STR-01589A,"MISSION BEACH",6
STR-00372A,"MISSION BEACH",10
STR-01418A,"MISSION BEACH",6
STR-01943A,"MISSION BEACH",8
STR-01679A,"MISSION BEACH",8
STR-01366A,"MISSION BEACH",10
STR-01932A,"MISSION BEACH",10
STR-01312A,"MISSION BEACH",7
STR-01546A,"MISSION BEACH",6
STR-00399A,"MISSION BEACH",10
STR-01438A,"MISSION BEACH",8
STR-01826A,"MISSION BEACH",10
STR-01560A,"MISSION BEACH",10
STR-01372A,"MISSION BEACH",10
STR-01897A,"MISSION BEACH",6
STR-01321A,"MISSION BEACH",8
STR-01427A,"MISSION BEACH",6
STR-00835A,"MISSION BEACH",10
STR-01304A,"MISSION BEACH",8
STR-01729A,"MISSION BEACH",10
STR-01567A,"MISSION BEACH",8
STR-01374A,"MISSION BEACH",6
STR-01878A,"MISSION BEACH",8
STR-01271A,"MISSION BEACH",10
STR-01367A,"MISSION BEACH",10
STR-00848A,"MISSION BEACH",10
STR-01305A,"MISSION BEACH",10
STR-01534A,"MISSION BEACH",10
STR-01569A,"MISSION BEACH",6
STR-01336A,"MISSION BEACH",10
STR-01712A,"MISSION BEACH",10
STR-01272A,"MISSION BEACH",4
STR-01376A,"MISSION BEACH",10
STR-00827A,"MISSION BEACH",6
STR-01354A,"MISSION BEACH",3
STR-01629A,"MISSION BEACH",10
STR-01576A,"MISSION BEACH",10
STR-01223A,"MISSION BEACH",10
STR-01717A,"MISSION BEACH",6
STR-01285A,"MISSION BEACH",10
STR-01320A,"MISSION BEACH",10
STR-00692A,"MISSION BEACH",6
STR-01369A,"MISSION BEACH",6
STR-01422A,"MISSION BEACH",6
STR-01625A,"MISSION BEACH",8
STR-01251A,"MISSION BEACH",10
STR-01853A,"MISSION BEACH",10
STR-01226A,"MISSION BEACH",8
STR-01345A,"MISSION BEACH",6
STR-00500A,"MISSION BEACH",10
STR-01273A,"MISSION BEACH",10
STR-01473A,"MISSION BEACH",10
STR-01483A,"MISSION BEACH",3
STR-01256A,"MISSION BEACH",10
STR-01800A,"MISSION BEACH",8
STR-01242A,"MISSION BEACH",6
STR-01294A,"MISSION BEACH",8
STR-00505A,"MISSION BEACH",5
STR-01202A,"MISSION BEACH",10
STR-01484A,"MISSION BEACH",3
STR-01351A,"MISSION BEACH",5
STR-01206A,"MISSION BEACH",10
STR-01582A,"MISSION BEACH",6
STR-01149A,"MISSION BEACH",10
STR-01181A,"MISSION BEACH",10
STR-00474A,"MISSION BEACH",4
STR-01193A,"MISSION BEACH",8
STR-01503A,"MISSION BEACH",10
STR-01451A,"MISSION BEACH",8
STR-01054A,"MISSION BEACH",10
STR-01377A,"MISSION BEACH",8
STR-00834A,"MISSION BEACH",6
STR-01222A,"MISSION BEACH",3
STR-00364A,"MISSION BEACH",6
STR-01190A,"MISSION BEACH",10
STR-01401A,"MISSION BEACH",10
STR-01455A,"MISSION BEACH",10
STR-01066A,"MISSION BEACH",10
STR-01668A,"MISSION BEACH",8
STR-01111A,"MISSION BEACH",10
STR-01155A,"MISSION BEACH",10
STR-00238A,"MISSION BEACH",8
STR-01161A,"MISSION BEACH",4
STR-01315A,"MISSION BEACH",10
STR-01389A,"MISSION BEACH",8
STR-00836A,"MISSION BEACH",10
STR-01685A,"MISSION BEACH",10
STR-01115A,"MISSION BEACH",10
STR-01097A,"MISSION BEACH",8
STR-00239A,"MISSION BEACH",10
STR-01163A,"MISSION BEACH",10
STR-01056A,"MISSION BEACH",4
STR-01342A,"MISSION BEACH",10
STR-00985A,"MISSION BEACH",6
STR-01564A,"MISSION BEACH",10
STR-00973A,"MISSION BEACH",10
STR-01043A,"MISSION BEACH",9
STR-00246A,"MISSION BEACH",4
STR-01063A,"MISSION BEACH",5
STR-01074A,"MISSION BEACH",10
STR-01234A,"MISSION BEACH",5
STR-00797A,"MISSION BEACH",10
STR-01571A,"MISSION BEACH",10
STR-01022A,"MISSION BEACH",6
STR-01012A,"MISSION BEACH",8
STR-00167A,"MISSION BEACH",6
STR-01139A,"MISSION BEACH",6
STR-01309A,"MISSION BEACH",8
STR-01316A,"MISSION BEACH",8
STR-00761A,"MISSION BEACH",6
STR-01572A,"MISSION BEACH",8
STR-00757A,"MISSION BEACH",7
STR-00962A,"MISSION BEACH",9
STR-00704A,"MISSION BEACH",8
STR-01148A,"MISSION BEACH",10
STR-01119A,"MISSION BEACH",10
STR-01327A,"MISSION BEACH",6
STR-00673A,"MISSION BEACH",8
STR-01524A,"MISSION BEACH",9
STR-00782A,"MISSION BEACH",6
STR-00970A,"MISSION BEACH",8
STR-00655A,"MISSION BEACH",10
STR-01002A,"MISSION BEACH",7
STR-01147A,"MISSION BEACH",9
STR-01276A,"MISSION BEACH",6
STR-00617A,"MISSION BEACH",8
STR-01537A,"MISSION BEACH",6
STR-00951A,"MISSION BEACH",10
STR-00984A,"MISSION BEACH",10
STR-00626A,"MISSION BEACH",6
STR-01016A,"MISSION BEACH",10
STR-01164A,"MISSION BEACH",0
STR-01203A,"MISSION BEACH",6
STR-00587A,"MISSION BEACH",10
STR-01541A,"MISSION BEACH",10
STR-00726A,"MISSION BEACH",8
STR-00939A,"MISSION BEACH",8
STR-00589A,"MISSION BEACH",1
STR-01019A,"MISSION BEACH",10
STR-01044A,"MISSION BEACH",9
STR-01095A,"MISSION BEACH",10
STR-00598A,"MISSION BEACH",4
STR-01497A,"MISSION BEACH",10
STR-00709A,"MISSION BEACH",8
STR-00907A,"MISSION BEACH",10
STR-00571A,"MISSION BEACH",10
STR-00892A,"MISSION BEACH",6
STR-00977A,"MISSION BEACH",10
STR-01187A,"MISSION BEACH",10
STR-00404A,"MISSION BEACH",10
STR-01352A,"MISSION BEACH",3
STR-00684A,"MISSION BEACH",10
STR-00900A,"MISSION BEACH",8
STR-00530A,"MISSION BEACH",10
STR-00927A,"MISSION BEACH",10
STR-00978A,"MISSION BEACH",10
STR-01088A,"MISSION BEACH",10
STR-00535A,"MISSION BEACH",6
STR-01358A,"MISSION BEACH",6
STR-00653A,"MISSION BEACH",5
STR-00887A,"MISSION BEACH",10
STR-00467A,"MISSION BEACH",10
STR-00423A,"MISSION BEACH",9
STR-00877A,"MISSION BEACH",4
STR-00996A,"MISSION BEACH",8
STR-00491A,"MISSION BEACH",8
STR-01243A,"MISSION BEACH",6
STR-00642A,"MISSION BEACH",8
STR-00858A,"MISSION BEACH",10
STR-00498A,"MISSION BEACH",10
STR-00854A,"MISSION BEACH",5
STR-00949A,"MISSION BEACH",6
STR-00953A,"MISSION BEACH",6
STR-00358A,"MISSION BEACH",8
STR-01146A,"MISSION BEACH",6
STR-00420A,"MISSION BEACH",10
STR-00842A,"MISSION BEACH",10
STR-00317A,"MISSION BEACH",8
STR-00867A,"MISSION BEACH",10
STR-00870A,"MISSION BEACH",7
STR-00948A,"MISSION BEACH",6
STR-00306A,"MISSION BEACH",8
STR-01233A,"MISSION BEACH",5
STR-00504A,"MISSION BEACH",10
STR-00808A,"MISSION BEACH",5
STR-00241A,"MISSION BEACH",8
STR-00806A,"MISSION BEACH",8
STR-00506A,"MISSION BEACH",6
STR-00880A,"MISSION BEACH",8
STR-00247A,"MISSION BEACH",8
STR-01189A,"MISSION BEACH",10
STR-00604A,"MISSION BEACH",8
STR-00780A,"MISSION BEACH",8
STR-00249A,"MISSION BEACH",8
STR-00810A,"MISSION BEACH",6
STR-00845A,"MISSION BEACH",10
STR-00825A,"MISSION BEACH",6
STR-00137A,"MISSION BEACH",8
STR-01162A,"MISSION BEACH",10
STR-00379A,"MISSION BEACH",10
STR-00764A,"MISSION BEACH",10
STR-00072A,"MISSION BEACH",10
STR-00765A,"MISSION BEACH",10
STR-00725A,"MISSION BEACH",10
STR-00833A,"MISSION BEACH",6
STR-00184A,"MISSION BEACH",8
STR-01135A,"MISSION BEACH",9
STR-00728A,"MISSION BEACH",10
STR-00715A,"MISSION BEACH",6
STR-00337A,"MISSION BEACH",10
STR-00660A,"MISSION BEACH",6
STR-00739A,"MISSION BEACH",10
STR-00840A,"MISSION BEACH",10
STR-00360A,"MISSION BEACH",8
STR-01061A,"MISSION BEACH",8
STR-00746A,"MISSION BEACH",6
STR-00640A,"MISSION BEACH",10
STR-00114A,"MISSION BEACH",10
STR-00669A,"MISSION BEACH",8
STR-00717A,"MISSION BEACH",9
STR-00844A,"MISSION BEACH",10
STR-00044A,"MISSION BEACH",6
STR-01064A,"MISSION BEACH",4
STR-00668A,"MISSION BEACH",9
STR-00581A,"MISSION BEACH",6
STR-00469A,"MISSION BEACH",8
STR-00562A,"MISSION BEACH",8
STR-00637A,"MISSION BEACH",6
STR-00811A,"MISSION BEACH",8
STR-00403A,"MISSION BEACH",10
STR-00901A,"MISSION BEACH",8
STR-00336A,"MISSION BEACH",8
STR-00488A,"MISSION BEACH",10
STR-00189A,"MISSION BEACH",7
STR-00563A,"MISSION BEACH",8
STR-00324A,"MISSION BEACH",6
STR-00812A,"MISSION BEACH",10
STR-00244A,"MISSION BEACH",9
STR-00947A,"MISSION BEACH",6
STR-00257A,"MISSION BEACH",6
STR-00428A,"MISSION BEACH",8
STR-00019A,"MISSION BEACH",10
STR-00573A,"MISSION BEACH",5
STR-00009A,"MISSION BEACH",10
STR-00802A,"MISSION BEACH",10
STR-00177A,"MISSION BEACH",10
STR-00972A,"MISSION BEACH",8
STR-00093A,"MISSION BEACH",6
STR-00418A,"MISSION BEACH",3
STR-00101A,"MISSION BEACH",6
STR-00616A,"MISSION BEACH",6
STR-00102A,"MISSION BEACH",10
STR-00792A,"MISSION BEACH",10
STR-01024A,"MISSION BEACH",10
STR-00211A,"MISSION BEACH",10
STR-00624A,"MISSION BEACH",10
STR-00003A,"MISSION BEACH",8
STR-01025A,"MISSION BEACH",10
STR-00402A,"MISSION BEACH",10
STR-00636A,"MISSION BEACH",10
STR-00038A,"MISSION BEACH",10
STR-01026A,"MISSION BEACH",10
STR-00304A,"MISSION BEACH",10
STR-00526A,"MISSION BEACH",8
STR-00762A,"MISSION BEACH",6
STR-01048A,"MISSION BEACH",10
STR-00143A,"MISSION BEACH",9
STR-00534A,"MISSION BEACH",7
STR-00770A,"MISSION BEACH",10
STR-00874A,"MISSION BEACH",4
STR-00033A,"MISSION BEACH",6
STR-00541A,"MISSION BEACH",10
STR-00630A,"MISSION BEACH",9
STR-00795A,"MISSION BEACH",10
STR-00104A,"MISSION BEACH",6
STR-00472A,"MISSION BEACH",4
STR-00473A,"MISSION BEACH",10
STR-00803A,"MISSION BEACH",8
STR-00591A,"MISSION BEACH",10
STR-00484A,"MISSION BEACH",10
STR-00441A,"MISSION BEACH",10
STR-00748A,"MISSION BEACH",10
STR-00359A,"MISSION BEACH",6
STR-00485A,"MISSION BEACH",7
STR-00323A,"MISSION BEACH",6
STR-00756A,"MISSION BEACH",7
STR-00266A,"MISSION BEACH",8
STR-00507A,"MISSION BEACH",6
STR-00188A,"MISSION BEACH",7
STR-00537A,"MISSION BEACH",8
STR-00190A,"MISSION BEACH",10
STR-00380A,"MISSION BEACH",10
STR-00731A,"MISSION BEACH",10
STR-00409A,"MISSION BEACH",10
STR-00664A,"MISSION BEACH",10
STR-00275A,"MISSION BEACH",6
STR-00671A,"MISSION BEACH",10
STR-00350A,"MISSION BEACH",8
STR-00497A,"MISSION BEACH",10
STR-00235A,"MISSION BEACH",6
STR-00427A,"MISSION BEACH",6
STR-00245A,"MISSION BEACH",9
STR-00373A,"MISSION BEACH",10
STR-00376A,"MISSION BEACH",6
STR-00339A,"MISSION BEACH",9
STR-00325A,"MISSION BEACH",6
STR-00267A,"MISSION BEACH",6
STR-00285A,"MISSION BEACH",7
STR-00066A,"MISSION BEACH",10
STR-00236A,"MISSION BEACH",6
